name,rating,reviews_count,category,address,location,hours,website,plus_code,phone
Ernie's Floor Sanding Inc,5.0,6,Contractor,"471 E Main St, North Adams, MA 01247",N/A,N/A,N/A,"MWX3+P2 North Adams, Massachusetts",(413) 664-9670
Ernie's Floor Sanding Inc,5.0,6,Contractor,"471 E Main St, North Adams, MA 01247",N/A,N/A,N/A,"MWX3+P2 North Adams, Massachusetts",(413) 664-9670
Keystone Windows & Siding,N/A,N/A,Siding contractor,"3 Juliana Dr #8432, Pittsfield, MA 01201",N/A,N/A,N/A,N/A,(413) 499-0512
"North Adams Sheet Metal, Inc.",N/A,N/A,Sheet metal contractor,"7 Roberts Dr, North Adams, MA 01247",N/A,N/A,N/A,"MVX7+Q2 North Adams, Massachusetts",(413) 664-4164
Broadwell Carpentry Inc.,4.7,3,General contractor,"62 Stratton Rd, Williamstown, MA 01267",N/A,N/A,broadwellcarpentry.com,"PR35+9F Williamstown, Massachusetts",(413) 458-2400
R & T Roofing and Remodeling,4.7,25,Roofing contractor,"30 Putnam Ave, Pittsfield, MA 01201",N/A,N/A,rtroofingma.com,"CQR9+MF Pittsfield, Massachusetts",(413) 281-1105
Little Brook Builders,N/A,N/A,General contractor,"116 Mohawk Trail, North Adams, MA 01247",N/A,N/A,littlebrookbuilders.com,"PV2J+3G North Adams, Massachusetts",(413) 662-2541
The Dobbert Companies,5.0,6,Mechanical contractor,"558 Union St, North Adams, MA 01247",N/A,N/A,dobbertcompanies.com,"MWX5+58 North Adams, Massachusetts",(855) 362-2671
"Berkshire Home Pros, Inc",4.6,11,General contractor,"1023 South St, Dalton, MA 01226",N/A,N/A,berkshirehomepros.com,"FR37+GV Dalton, Massachusetts",(413) 822-2131
Grady & Jennings Concrete,5.0,N/A,Concrete contractor,"87 Water St, Williamstown, MA 01267",N/A,N/A,N/A,"PQ5X+HM Williamstown, Massachusetts",(413) 458-9206
Grady & Jennings Concrete,5.0,N/A,Concrete contractor,"87 Water St, Williamstown, MA 01267",N/A,N/A,N/A,"PQ5X+HM Williamstown, Massachusetts",(413) 458-9206
attaboy home improvement,3.0,8,Construction company,"91 W Union St, Pittsfield, MA 01201",N/A,N/A,N/A,"FP4P+22 Pittsfield, Massachusetts",(413) 841-7504
Berkshire Decorators,N/A,N/A,Painter,"109 E Hoosac St, Adams, MA 01220",N/A,N/A,facebook.com,"JWF2+GW Adams, Massachusetts",(413) 884-4078
Girard Plumbing & Heating,5.0,8,Heating contractor,"74 Welch Rd, Clarksburg, MA 01247",N/A,N/A,N/A,"PV9P+WX Clarksburg, Massachusetts",(413) 664-7276
Wells Custom Framers,5.0,N/A,General contractor,"850 Main Street Suite 4, Dalton, MA 01226",N/A,N/A,wellscustomframers.com,"FVVJ+5V Dalton, Massachusetts",(413) 281-0516
Morrison's Home Improvement,4.2,42,General contractor,"25 Pittsfield Road Rt. 7 & 20, 25 Veterans Memorial Hwy, Lenox, MA 01240",N/A,N/A,morrisonshomeimprovement.com,"9PGC+2V Lenox, Massachusetts",(413) 442-3001
Salco Construction Co Inc,5.0,2,Construction company,"77 Fourth St, Pittsfield, MA 01201",N/A,N/A,salcogc.com,"CQX3+RX Pittsfield, Massachusetts",(413) 443-0366
Preite Oil Company,4.9,26,HVAC contractor,"758 State Rd, North Adams, MA 01247",N/A,N/A,preiteoil.com,"MRXQ+MC North Adams, Massachusetts",(413) 664-6906
Wayne Pause Plumbing & Heating,5.0,2,Plumber,"150 Versailles Ave, North Adams, MA 01247",N/A,N/A,N/A,"MRWQ+4R North Adams, Massachusetts",(413) 664-9803
Greylock Ice & Heating,3.0,2,Heating,"2 Orcutt St, Adams, MA 01220",N/A,N/A,N/A,"JVXQ+W2 Adams, Massachusetts",(413) 743-1020
Marc De Santy Plumbing & Heating,3.7,3,Heating contractor,"1050 Massachusetts Ave, North Adams, MA 01247",N/A,N/A,N/A,"PR2X+CC North Adams, Massachusetts",(413) 663-5276
Carr Hardware,4.4,52,Hardware store,"256 Main St, Great Barrington, MA 01230",N/A,N/A,carrhardware.com,"5JWQ+55 Great Barrington, Massachusetts",(413) 528-4520
