name,rating,reviews_count,category,address,location,hours,website,plus_code,phone
Central Berkshire Habitat ReStore,4.3,108,Thrift store,"399 Hubbard Ave, Pittsfield, MA 01201",N/A,N/A,berkshirerestore.org,"FR66+J3 Pittsfield, Massachusetts",(413) 443-2106
Berkshire Carpentry,3.0,2,General contractor,"708 Lanesboro Rd, Cheshire, MA 01225",N/A,N/A,N/A,"GRV8+C7 Cheshire, Massachusetts",(413) 743-0107
Salco Construction Co Inc,5.0,2,Construction company,"77 Fourth St, Pittsfield, MA 01201",N/A,N/A,salcogc.com,"CQX3+RX Pittsfield, Massachusetts",(413) 443-0366
Pro Desk at The Home Depot,5.0,2,Building materials store,"555 Hubbard Ave, Pittsfield, MA 01201",N/A,N/A,homedepot.com,"FR72+Q5 Pittsfield, Massachusetts",(413) 445-3304
Pro Desk at The Home Depot,5.0,2,Building materials store,"555 Hubbard Ave, Pittsfield, MA 01201",N/A,N/A,homedepot.com,"FR72+Q5 Pittsfield, Massachusetts",(413) 445-3304
DICK'S Sporting Goods,4.1,300,Sporting goods store,"635 Merrill Rd, Pittsfield, MA 01201",N/A,Closed ⋅ Opens 9AMSee more hours,stores.dickssportinggoods.com,"FQ7V+X5 Pittsfield, Massachusetts",(413) 395-0870
DICK'S Sporting Goods,4.1,300,Sporting goods store,"635 Merrill Rd, Pittsfield, MA 01201",N/A,Closed ⋅ Opens 9AMSee more hours,stores.dickssportinggoods.com,"FQ7V+X5 Pittsfield, Massachusetts",(413) 395-0870
The Home Depot,4.3,797,Home improvement store,"514 E Main St, Westfield, MA 01085",N/A,Closed ⋅ Opens 6AMSee more hours,homedepot.com,"477H+9J Westfield, Massachusetts",(413) 564-0680
The Home Depot,4.3,797,Home improvement store,"514 E Main St, Westfield, MA 01085",N/A,Closed ⋅ Opens 6AMSee more hours,homedepot.com,"477H+9J Westfield, Massachusetts",(413) 564-0680
Diplacon Builders,5.0,N/A,General contractor,"110 Kittredge Rd, Pittsfield, MA 01201",N/A,N/A,N/A,"FRF2+R6 Pittsfield, Massachusetts",(413) 841-2827
JOANN Fabric and Crafts,4.3,186,Craft store,"457 Dalton Ave, Pittsfield, MA 01201",Located in: Dalton Avenue Plaza Shopping Center,N/A,stores.joann.com,"FQ7P+MF Pittsfield, Massachusetts",(413) 447-8147
BJ's Wholesale Club,4.1,122,Warehouse club,"495 Hubbard Ave, Pittsfield, MA 01201",N/A,Closed ⋅ Opens 8AMSee more hours,bjs.com,"FR83+3W Pittsfield, Massachusetts",(413) 499-1601
LaCasse Concrete,5.0,2,Construction company,"11 Nottingham Dr, Pittsfield, MA 01201",N/A,N/A,lacasseconcrete.com,"CPX8+7W Pittsfield, Massachusetts",(413) 281-0534
LaCasse Concrete,5.0,2,Construction company,"11 Nottingham Dr, Pittsfield, MA 01201",N/A,N/A,lacasseconcrete.com,"CPX8+7W Pittsfield, Massachusetts",(413) 281-0534
Walmart,3.7,2296,Department store,"555 Hubbard Ave Ste 12, Pittsfield, MA 01201",N/A,Closed ⋅ Opens 6AMSee more hours,walmart.com,"FR72+WP Pittsfield, Massachusetts",(413) 442-1971
Catamount Response,3.8,12,Carpet cleaning service,"555 Fenn St, Pittsfield, MA 01201",N/A,N/A,catamountcarpetcleaning.com,"CQX4+QV Pittsfield, Massachusetts",(413) 442-8776
Krew Kutz,1.0,2,Contractor,"1317 East St, Pittsfield, MA 01201",N/A,N/A,N/A,"FQ3H+JJ Pittsfield, Massachusetts",(413) 446-9582
Laureyns United,N/A,N/A,Contractor,"134 E Housatonic St, Dalton, MA 01226",N/A,N/A,laureynsunited.com,"FR9V+7H Dalton, Massachusetts",(413) 684-5100
