Niche,Zip Code,Name,Instagram,Facebook,Credentials_Name,Credentials_Licence,Email,Phone
Marble & Granite,01971,B&B Custom Cabinets and Countertops,,,Barry Snyder,,,
Marble & Granite,05501,"Bellas Ctops, Reno and Cleaning Services",,,Isabela Santiago,,,
Marble & Granite,05501,Granite and Tile MA,,,Nichollas Souza,,,
Marble & Granite,05501,Onyx Marble and Granite,https://www.thumbtack.com/websites/services/467222827721031688/instagram/redirect,https://www.thumbtack.com/websites/services/467222827721031688/facebook/redirect,Poliana Moraes,,,
Marble & Granite,01985,RDS Marble and Granite,https://www.thumbtack.com/websites/services/473614930903187481/instagram/redirect,https://www.thumbtack.com/websites/services/473614930903187481/facebook/redirect,RDS Co,,,
Marble & Granite,01985,Fresh Countertop,https://www.thumbtack.com/websites/services/476752649402204173/instagram/redirect,https://www.thumbtack.com/websites/services/476752649402204173/facebook/redirect,Virgilio Candelario,,,
Marble & Granite,01985,Hormes Stone,https://www.thumbtack.com/websites/services/509591338717749262/instagram/redirect,,Roberto Hormes,,,
Marble & Granite,01072,SPACE COUNTERTOP INC,,,Weliton Reis,,,
Marble & Granite,01072,FRAUCHES Marble and Granite,,,Washington Da Silva,,,
Marble & Granite,01072,5 Star Granite Inc,https://www.thumbtack.com/websites/services/379528729807216648/instagram/redirect,https://www.thumbtack.com/websites/services/379528729807216648/facebook/redirect,Lucas Lopes,,,
Marble & Granite,05501,American Dreams Marble & Granite,https://www.thumbtack.com/websites/services/428972402231271428/instagram/redirect,https://www.thumbtack.com/websites/services/428972402231271428/facebook/redirect,Thalisson Magalhaes,,,
Marble & Granite,05501,Atlantis Stone Inc,https://www.thumbtack.com/websites/services/458678957800169491/instagram/redirect,https://www.thumbtack.com/websites/services/458678957800169491/facebook/redirect,Rosana Oliveira,,,
Marble & Granite,05544,RDS Marble and Granite,https://www.thumbtack.com/websites/services/473614930903187481/instagram/redirect,https://www.thumbtack.com/websites/services/473614930903187481/facebook/redirect,RDS Co,,,
Marble & Granite,05544,Fresh Countertop,https://www.thumbtack.com/websites/services/476752649402204173/instagram/redirect,https://www.thumbtack.com/websites/services/476752649402204173/facebook/redirect,Virgilio Candelario,,,
Marble & Granite,05544,Hormes Stone,https://www.thumbtack.com/websites/services/509591338717749262/instagram/redirect,,Roberto Hormes,,,
Marble & Granite,05544,level up stoneworks Inc.,,,Oscar Chave,,,
Marble & Granite,05544,Leo's Marble & Granite,,,Richaell Ribeiro,,,
Marble & Granite,05544,Three Stone,https://www.thumbtack.com/websites/services/517628588242804736/instagram/redirect,,Carlos Oliveira,,,
Marble & Granite,01054,SPACE COUNTERTOP INC,,,Weliton Reis,,,
